 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2,Area3,Mean3,Min3,Max3
863,32,100.719,70,147,225,129.476,60,252,208,116.543,58,211
864,32,97.469,64,141,225,130.867,55,281,208,115.587,60,238
865,32,97.000,60,148,225,131.147,60,271,208,114.721,54,227
866,32,98.312,51,153,225,131.173,50,284,208,114.486,50,217
867,32,98.906,58,140,225,130.333,58,255,208,115.505,57,232
868,32,98.469,60,148,225,130.218,61,261,208,113.606,52,238
869,32,100.000,65,138,225,130.098,57,274,208,115.192,58,242
870,32,99.031,56,155,225,129.507,58,291,208,113.726,56,232
871,32,98.781,64,162,225,128.773,55,280,208,114.303,61,223
872,32,101.688,66,181,225,128.440,56,270,208,114.543,60,234
873,32,98.844,67,152,225,129.191,54,284,208,115.673,57,228
874,32,97.531,59,140,225,128.058,55,254,208,112.173,52,246
875,32,99.969,67,161,225,130.547,57,275,208,114.308,62,227
876,32,98.312,57,151,225,129.524,60,249,208,114.861,57,245
877,32,97.000,58,134,225,128.160,58,249,208,115.038,56,241
878,32,98.250,65,141,225,128.831,58,262,208,114.183,57,239
879,32,96.406,52,152,225,127.596,56,286,208,114.361,60,226
880,32,98.344,60,149,225,127.533,49,268,208,113.375,58,226
881,32,96.906,63,163,225,128.871,54,267,208,113.399,63,211
882,32,96.000,65,148,225,128.102,56,261,208,114.793,48,241
883,32,97.438,70,149,225,128.547,52,266,208,114.159,54,234
884,32,97.500,56,147,225,127.716,59,275,208,114.904,54,230
885,32,99.375,60,155,225,127.764,52,267,208,114.981,62,234
886,32,97.250,63,141,225,126.907,51,269,208,113.168,57,226
887,32,100.000,60,156,225,127.773,56,265,208,113.971,60,223
888,32,100.906,56,156,225,127.791,57,265,208,113.183,55,225
889,32,102.062,57,150,225,127.049,58,264,208,114.793,55,232
890,32,97.312,63,142,225,127.542,57,289,208,114.005,57,228
891,32,103.219,59,170,225,126.387,54,256,208,113.361,59,226
892,32,102.062,62,157,225,127.480,60,273,208,113.548,54,227
893,32,98.938,58,151,225,126.253,55,250,208,113.923,54,230
894,32,101.812,61,156,225,126.609,57,286,208,114.178,55,240
895,32,102.594,68,137,225,126.809,55,287,208,115.038,59,231
896,32,98.969,56,152,225,127.938,60,262,208,114.332,57,243
897,32,101.375,66,151,225,127.844,56,255,208,114.596,52,222
898,32,100.906,61,152,225,126.644,55,279,208,115.337,54,228
899,32,100.625,64,157,225,126.738,51,273,208,114.245,52,239
900,32,101.531,64,154,225,128.418,60,254,208,113.207,56,229
901,32,102.719,67,150,225,127.107,58,294,208,113.519,54,255
902,32,101.844,59,172,225,126.987,55,284,208,115.303,59,235
903,32,99.906,69,145,225,127.462,55,259,208,114.269,58,226
904,32,99.250,61,161,225,127.916,55,258,208,113.048,54,248
905,32,98.438,63,138,225,127.578,49,252,208,113.990,59,233
906,32,98.500,59,142,225,127.244,52,254,208,115.625,60,235
907,32,95.844,47,140,225,126.511,51,272,208,114.519,56,238
908,32,97.500,71,148,225,126.204,53,254,208,115.851,58,228
909,32,95.812,62,147,225,126.547,52,265,208,112.721,55,220
910,32,99.625,59,136,225,126.987,53,277,208,114.567,59,240
911,32,98.594,59,160,225,126.858,57,238,208,113.808,55,247
912,32,98.094,63,150,225,126.178,59,268,208,114.250,56,245
913,32,96.438,68,146,225,126.391,57,283,208,113.462,59,225
914,32,97.906,58,152,225,127.027,50,303,208,114.495,59,235
915,32,97.719,68,148,225,126.569,56,249,208,113.846,57,241
916,32,97.188,59,153,225,127.813,56,311,208,119.043,58,243
917,32,99.625,52,146,225,130.169,53,290,208,125.639,66,249
918,32,97.438,60,162,225,130.733,59,294,208,126.236,62,241
919,32,98.844,73,137,225,131.009,57,302,208,122.942,57,229
920,32,99.281,63,148,225,131.018,52,293,208,122.370,62,241
921,32,99.156,65,154,225,128.613,58,273,208,119.577,52,249
922,32,99.375,67,136,225,129.849,61,279,208,118.736,58,233
923,32,98.156,56,166,225,128.107,55,255,208,118.389,58,231
924,32,98.906,64,153,225,128.542,54,254,208,117.202,61,250
925,32,95.531,59,155,225,128.982,62,264,208,117.332,56,232
926,32,96.188,60,139,225,128.231,58,247,208,117.337,59,221
927,32,99.156,67,147,225,126.520,52,251,208,116.981,59,234
928,32,97.406,60,146,225,127.898,56,260,208,114.957,56,245
929,32,97.688,65,164,225,127.636,55,254,208,115.048,58,245
930,32,96.344,57,148,225,127.396,56,269,208,115.591,54,214
931,32,98.938,65,143,225,126.436,54,263,208,114.995,53,242
932,32,95.656,68,140,225,126.427,51,250,208,113.774,62,241
933,32,98.656,64,145,225,126.498,60,265,208,115.135,56,234
934,32,99.094,67,145,225,126.920,56,274,208,114.707,55,251
935,32,99.250,61,155,225,125.622,53,236,208,115.524,62,231
936,32,99.500,65,139,225,125.956,54,257,208,114.144,53,246
937,32,96.406,65,144,225,127.169,53,253,208,113.942,54,240
938,32,99.062,56,138,225,128.902,58,269,208,113.625,61,230
939,32,96.000,64,159,225,125.662,53,251,208,113.130,53,235
940,32,95.938,65,134,225,126.364,55,270,208,115.389,56,238
941,32,98.156,59,154,225,125.969,60,247,208,114.019,55,234
942,32,96.531,59,143,225,125.782,56,249,208,113.471,53,228
943,32,98.906,56,154,225,126.631,57,277,208,115.058,62,226
944,32,95.562,65,130,225,126.787,59,270,208,114.688,55,242
945,32,97.906,63,145,225,127.671,55,248,208,113.091,62,247
946,32,97.625,53,152,225,126.116,51,264,208,113.202,54,237
947,32,96.156,57,158,225,125.431,58,270,208,113.471,54,218
948,32,99.406,67,141,225,125.293,49,262,208,113.106,57,224
949,32,96.969,56,143,225,126.182,58,256,208,114.885,61,238
950,32,95.469,60,154,225,126.244,56,263,208,115.418,62,244
951,32,97.719,63,150,225,127.827,54,246,208,115.029,59,246
952,32,96.500,62,150,225,126.520,53,254,208,114.308,59,220
953,32,97.938,69,133,225,128.040,57,265,208,115.269,59,235
954,32,99.531,60,156,225,127.947,60,285,208,115.553,55,248
955,32,98.719,57,144,225,127.631,55,263,208,115.308,52,221
956,32,99.312,65,162,225,127.631,55,269,208,115.707,62,247
957,32,96.312,55,138,225,126.587,51,281,208,115.019,52,222
958,32,97.188,61,147,225,126.964,59,258,208,115.274,59,242
959,32,99.500,68,143,225,127.071,52,256,208,115.043,53,241
960,32,96.625,64,160,225,127.871,53,268,208,114.457,60,223
961,32,97.281,57,151,225,127.676,59,240,208,114.760,58,241
962,32,97.062,59,157,225,126.369,55,273,208,114.216,55,227
963,32,101.469,66,149,225,127.956,54,269,208,114.649,53,240
964,32,97.438,58,160,225,126.044,54,259,208,114.841,56,240
965,32,98.469,62,135,225,127.471,53,267,208,114.308,61,226
966,32,98.125,62,157,225,127.404,56,255,208,114.683,58,248
967,32,98.906,63,162,225,125.889,55,248,208,115.048,58,230
968,32,99.531,65,149,225,126.822,55,272,208,114.269,50,233
969,32,98.156,61,137,225,126.022,54,273,208,113.707,50,238
970,32,96.000,61,144,225,125.222,55,260,208,113.736,57,233
971,32,96.969,63,142,225,126.076,59,262,208,113.851,59,260
972,32,100.344,57,148,225,127.324,57,266,208,113.894,58,237
973,32,98.156,62,159,225,126.804,55,253,208,115.226,57,233
974,32,99.125,56,178,225,126.044,57,256,208,114.899,55,234
975,32,99.000,60,165,225,126.467,53,241,208,114.202,52,227
976,32,98.219,63,162,225,128.369,53,249,208,116.885,59,262
977,32,98.125,68,162,225,131.458,54,267,208,123.365,61,246
978,32,97.875,60,153,225,132.747,59,283,208,124.438,57,254
979,32,99.844,63,166,225,132.893,58,271,208,122.870,66,265
980,32,99.219,64,181,225,130.111,57,257,208,120.808,59,247
981,32,99.750,58,171,225,130.209,61,273,208,119.639,57,261
982,32,100.906,63,182,225,128.956,53,249,208,118.769,58,261
983,32,98.469,59,150,225,127.667,52,268,208,118.846,57,251
984,32,100.781,54,164,225,125.404,56,237,208,116.899,58,245
985,32,99.438,66,149,225,127.040,53,262,208,116.216,62,233
986,32,99.000,52,165,225,127.138,58,252,208,115.005,60,263
987,32,98.344,63,162,225,126.582,54,254,208,115.495,54,245
988,32,100.375,64,159,225,126.631,59,245,208,115.673,59,238
989,32,101.188,59,170,225,125.471,55,249,208,115.178,57,240
990,32,96.906,69,148,225,126.467,61,256,208,115.399,58,240
991,32,97.562,56,149,225,126.782,53,258,208,115.462,56,246
992,32,99.656,68,164,225,126.596,56,257,208,115.221,55,230
993,32,100.344,63,161,225,127.462,57,259,208,113.851,54,249
994,32,101.906,63,146,225,127.231,53,265,208,115.312,57,229
995,32,98.688,59,157,225,126.489,53,244,208,114.438,59,247
996,32,100.500,56,154,225,125.187,55,252,208,112.606,53,226
997,32,100.438,63,143,225,126.076,50,248,208,113.745,53,235
998,32,101.344,59,154,225,124.800,52,251,208,114.144,59,233
999,32,102.781,58,167,225,125.351,56,267,208,113.591,58,242
1000,32,99.125,57,164,225,125.676,52,254,208,113.716,56,236
1001,32,102.406,63,171,225,125.187,54,252,208,114.769,57,247
1002,32,99.125,64,152,225,126.738,56,261,208,113.510,51,228
1003,32,101.875,60,154,225,126.071,56,246,208,114.288,47,224
1004,32,101.250,64,147,225,126.169,56,253,208,115.183,48,222
1005,32,100.625,65,161,225,127.098,61,257,208,114.351,60,236
1006,32,102.156,60,149,225,126.729,52,249,208,114.596,55,236
1007,32,102.281,58,157,225,125.973,54,242,208,114.144,58,223
1008,32,98.688,63,141,225,125.836,52,270,208,113.663,51,235
1009,32,98.094,56,139,225,125.964,55,265,208,114.514,59,240
1010,32,99.125,66,151,225,127.564,51,260,208,113.591,60,217
1011,32,101.094,60,149,225,126.751,56,249,208,114.745,54,255
1012,32,98.250,59,146,225,126.547,61,257,208,113.976,55,240
1013,32,97.938,63,148,225,125.596,57,263,208,115.212,59,232
1014,32,98.656,57,152,225,126.373,56,253,208,113.736,55,247
1015,32,99.938,53,144,225,126.080,56,264,208,114.010,53,237
1016,32,98.688,65,148,225,126.462,51,249,208,114.611,60,237
1017,32,100.062,62,138,225,125.253,54,270,208,113.952,57,236
1018,32,102.031,61,154,225,126.547,57,272,208,113.529,56,238
1019,32,99.750,64,143,225,125.142,60,260,208,113.639,53,238
1020,32,99.656,57,135,225,124.964,57,262,208,113.933,53,244
1021,32,98.875,67,146,225,125.267,57,253,208,114.163,58,233
1022,32,99.594,64,152,225,126.093,56,254,208,113.365,52,252
1023,32,99.281,60,145,225,126.107,55,261,208,114.269,56,229
1024,32,102.500,62,151,225,126.209,57,252,208,114.726,61,252
1025,32,100.969,60,162,225,126.013,50,248,208,114.591,56,243
1026,32,102.281,60,162,225,126.053,54,246,208,113.673,58,235
1027,32,102.375,62,154,225,126.524,50,254,208,113.649,54,228
1028,32,103.125,58,162,225,125.253,55,249,208,114.135,52,227
1029,32,100.500,57,154,225,124.742,53,267,208,113.808,61,254
1030,32,98.781,54,149,225,125.733,54,253,208,114.476,56,236
1031,32,98.531,57,151,225,125.218,53,254,208,114.510,59,228
1032,32,101.656,60,161,225,127.213,53,260,208,116.115,48,250
1033,32,103.531,64,145,225,125.724,56,248,208,114.413,52,237
1034,32,102.875,60,148,225,125.791,49,242,208,115.952,60,252
1035,32,100.438,51,144,225,126.711,55,281,208,114.769,52,235
1036,32,99.719,59,148,225,127.071,56,280,208,115.731,59,235
1037,32,103.156,68,155,225,130.769,59,254,208,123.865,55,235
1038,32,102.375,61,159,225,133.080,57,267,208,126.284,58,252
1039,32,102.219,58,153,225,131.987,59,286,208,124.438,61,244
1040,32,100.781,59,158,225,130.467,58,264,208,124.144,60,254
1041,32,101.812,51,149,225,129.924,56,240,208,121.947,54,237
1042,32,103.312,57,166,225,129.956,54,269,208,119.476,58,236
1043,32,102.781,61,166,225,128.720,52,261,208,118.168,60,237
1044,32,98.875,58,151,225,127.729,51,268,208,117.486,59,242
1045,32,102.562,63,147,225,128.129,59,248,208,117.423,53,234
1046,32,103.844,63,163,225,127.693,60,277,208,117.115,59,227
1047,32,101.094,59,158,225,125.556,57,262,208,115.740,54,237
1048,32,102.500,67,145,225,126.831,55,252,208,115.452,56,244
1049,32,100.188,60,166,225,125.502,55,259,208,114.111,54,229
1050,32,101.906,57,159,225,125.871,58,262,208,114.264,55,241
1051,32,101.250,59,148,225,125.342,52,245,208,115.750,54,246
1052,32,100.562,62,148,225,125.778,53,256,208,115.380,54,236
1053,32,101.812,56,155,225,124.960,54,269,208,114.620,54,237
1054,32,101.938,62,145,225,124.578,57,281,208,114.471,61,239
1055,32,102.938,62,150,225,124.782,55,274,208,114.163,54,236
1056,32,101.844,64,163,225,125.142,55,250,208,115.380,58,240
1057,32,99.719,65,153,225,125.133,53,257,208,114.591,53,247
1058,32,100.312,65,166,225,125.004,52,264,208,115.736,53,240
1059,32,102.656,57,156,225,126.076,58,265,208,113.630,51,247
1060,32,101.531,57,153,225,125.062,57,266,208,114.192,58,234
1061,32,103.594,67,156,225,124.782,52,271,208,114.889,56,241
1062,32,101.750,55,190,225,123.684,58,253,208,114.024,55,223
1063,32,100.500,56,169,225,125.107,56,253,208,113.832,55,233
1064,32,102.000,57,169,225,123.907,57,250,208,113.644,48,235
1065,32,104.281,58,149,225,125.360,58,267,208,114.659,55,229
1066,32,101.750,55,164,225,125.476,52,263,208,113.562,51,224
1067,32,103.031,63,164,225,124.956,55,257,208,114.962,55,238
1068,32,102.562,54,161,225,126.173,52,252,208,113.659,54,245
1069,32,105.125,58,181,225,125.716,59,262,208,113.870,58,240
1070,32,103.125,53,182,225,125.787,54,251,208,114.856,54,233
1071,32,107.781,58,185,225,125.191,55,240,208,114.394,58,244
1072,32,104.500,64,172,225,125.867,54,241,208,114.168,47,235
1073,32,104.375,69,157,225,127.324,58,252,208,114.014,55,236
1074,32,102.906,57,160,225,126.596,53,252,208,112.274,58,234
1075,32,103.000,53,173,225,125.133,53,252,208,114.510,55,241
1076,32,101.906,57,167,225,126.040,53,256,208,114.269,55,223
1077,32,101.406,59,163,225,126.347,57,271,208,113.082,61,244
1078,32,100.781,55,164,225,125.364,47,254,208,115.221,58,243
1079,32,99.625,60,173,225,125.578,56,275,208,114.159,53,241
1080,32,103.188,60,175,225,126.627,51,249,208,113.995,53,239
1081,32,102.250,58,189,225,126.649,57,237,208,114.875,62,231
1082,32,103.094,68,194,225,125.956,53,245,208,114.005,44,227
1083,32,103.000,64,195,225,127.120,57,250,208,114.471,53,234
1084,32,104.500,56,184,225,126.636,53,265,208,113.591,54,223
1085,32,104.375,66,188,225,127.191,58,258,208,113.894,54,236
1086,32,101.031,55,184,225,126.049,56,246,208,114.519,62,229
1087,32,103.500,60,170,225,125.600,44,257,208,114.327,52,231
1088,32,102.219,55,183,225,126.316,54,245,208,114.029,59,247
1089,32,104.500,51,177,225,126.387,54,255,208,114.077,56,232
1090,32,100.281,60,160,225,125.400,52,261,208,115.298,60,235
1091,32,101.781,69,162,225,126.956,54,280,208,114.524,54,224
1092,32,103.062,59,158,225,126.862,51,252,208,114.159,55,242
1093,32,102.719,60,171,225,126.089,48,250,208,114.389,60,257
1094,32,100.344,49,159,225,125.942,51,250,208,113.894,50,244
1095,32,102.875,65,159,225,124.964,52,272,208,113.442,54,232
1096,32,102.969,65,161,225,127.316,56,236,208,115.899,57,246
1097,32,100.469,63,164,225,129.436,55,294,208,121.476,51,249
1098,32,104.000,56,164,225,130.884,53,275,208,124.649,57,241
1099,32,99.781,61,165,225,130.067,52,259,208,124.548,61,239
1100,32,99.281,65,163,225,129.267,56,259,208,121.995,57,252
1101,32,100.969,64,149,225,128.471,51,269,208,121.971,58,237
1102,32,102.250,59,165,225,128.529,56,259,208,119.971,62,231
1103,32,99.812,51,161,225,127.516,52,265,208,118.173,54,239
1104,32,102.688,57,168,225,126.373,55,274,208,117.712,57,251
1105,32,100.500,63,161,225,126.658,55,261,208,116.005,57,245
1106,32,103.375,61,170,225,124.440,54,244,208,115.865,49,222
1107,32,98.562,61,149,225,126.307,59,263,208,116.971,52,236
1108,32,99.656,53,148,225,125.191,56,251,208,116.024,56,245
1109,32,101.281,58,145,225,126.191,46,242,208,115.188,53,233
1110,32,100.469,52,154,225,125.076,48,244,208,114.755,56,229
1111,32,99.969,51,162,225,124.760,49,255,208,113.885,54,229
1112,32,100.031,65,164,225,125.347,52,256,208,115.659,57,252
1113,32,100.469,66,154,225,125.684,52,268,208,114.654,61,231
1114,32,99.812,63,160,225,124.640,53,250,208,115.923,56,230
1115,32,103.250,56,162,225,124.680,50,271,208,115.197,53,233
1116,32,102.500,57,165,225,125.724,44,257,208,114.500,59,260
1117,32,101.438,66,160,225,124.947,52,247,208,115.553,57,237
1118,32,102.344,59,159,225,124.693,51,252,208,114.635,47,219
1119,32,101.594,59,153,225,124.004,43,272,208,114.957,58,238
1120,32,101.906,65,158,225,125.351,59,258,208,115.192,53,242
1121,32,101.500,54,153,225,126.329,55,250,208,113.812,58,251
1122,32,100.156,61,165,225,124.960,49,254,208,114.721,54,236
1123,32,101.062,60,156,225,125.884,57,263,208,114.846,49,231
1124,32,99.531,59,155,225,125.653,49,261,208,116.442,55,241
1125,32,102.500,67,168,225,125.129,48,247,208,115.452,59,248
1126,32,100.656,61,156,225,125.920,54,245,208,115.721,51,247
1127,32,101.562,58,140,225,126.053,54,261,208,115.438,60,247
1128,32,105.438,61,174,225,125.809,54,254,208,115.120,55,236
1129,32,98.906,66,147,225,124.831,54,252,208,114.130,57,237
1130,32,98.812,64,155,225,125.556,50,254,208,115.697,52,230
1131,32,102.781,67,157,225,125.484,54,241,208,116.240,59,228
1132,32,100.312,60,162,225,124.569,54,245,208,116.005,54,251
1133,32,99.094,56,146,225,125.942,52,254,208,115.524,49,239
1134,32,100.125,60,168,225,124.938,48,264,208,115.418,58,262
1135,32,98.969,66,146,225,125.551,53,266,208,114.726,53,235
1136,32,101.375,65,152,225,124.204,57,251,208,115.053,52,221
1137,32,97.188,63,152,225,124.062,55,250,208,114.736,57,223
1138,32,99.062,55,135,225,125.889,54,245,208,116.188,53,241
1139,32,98.875,61,159,225,124.804,56,256,208,113.880,59,237
1140,32,100.938,60,155,225,124.431,55,252,208,113.938,57,233
1141,32,99.875,61,162,225,124.636,55,257,208,114.981,52,234
1142,32,98.750,51,152,225,124.853,56,257,208,114.986,56,236
1143,32,99.156,54,142,225,125.760,50,261,208,114.433,54,250
1144,32,101.938,58,174,225,125.236,57,241,208,114.274,53,226
1145,32,101.344,59,158,225,126.804,47,251,208,115.880,57,248
1146,32,99.594,66,151,225,125.787,54,268,208,114.159,52,224
1147,32,98.781,58,157,225,126.342,60,258,208,114.385,56,235
1148,32,98.531,59,148,225,124.884,58,261,208,115.370,56,253
1149,32,99.438,57,146,225,125.453,58,244,208,114.808,56,225
1150,32,100.875,62,173,225,126.027,55,266,208,114.837,57,245
1151,32,102.000,47,150,225,126.284,54,253,208,113.538,58,250
1152,32,100.562,59,158,225,125.191,54,228,208,114.788,58,236
1153,32,100.656,55,148,225,125.569,57,255,208,115.913,55,229
1154,32,103.062,57,163,225,125.702,59,258,208,116.024,58,223
1155,32,101.688,61,145,225,126.667,50,258,208,115.990,57,234
1156,32,102.406,60,159,225,126.391,60,239,208,115.697,57,257
1157,32,104.875,51,150,225,128.489,58,266,208,123.029,55,264
1158,32,106.281,65,154,225,129.542,59,275,208,125.798,60,249
1159,32,107.875,57,147,225,129.351,59,246,208,125.380,63,265
1160,32,105.938,63,153,225,129.480,52,259,208,124.606,62,265
1161,32,108.000,66,155,225,127.947,60,255,208,122.596,61,274
1162,32,108.031,64,145,225,126.800,56,270,208,122.163,58,278
1163,32,106.812,55,153,225,126.156,51,254,208,120.519,58,272
1164,32,107.000,67,142,225,125.311,56,254,208,118.909,58,259
1165,32,106.188,71,148,225,127.480,61,260,208,118.678,58,263
1166,32,107.500,61,150,225,125.853,55,256,208,117.293,57,278
1167,32,110.844,69,171,225,125.916,47,255,208,118.082,56,255
1168,32,107.844,51,145,225,125.782,59,255,208,117.543,54,235
1169,32,107.656,54,157,225,125.009,58,272,208,116.038,55,228
1170,32,111.094,65,153,225,125.187,55,241,208,114.875,49,242
1171,32,108.219,55,156,225,124.049,57,278,208,115.312,54,239
1172,32,109.188,58,156,225,124.938,60,249,208,114.769,57,224
1173,32,108.500,60,168,225,124.249,55,270,208,114.476,57,249
1174,32,110.500,52,159,225,124.693,53,257,208,115.457,63,268
1175,32,110.812,61,166,225,123.978,56,268,208,114.933,60,244
1176,32,108.375,60,154,225,124.396,54,239,208,115.409,57,245
1177,32,110.844,62,160,225,124.804,53,259,208,115.019,56,257
1178,32,112.375,62,160,225,124.573,53,266,208,114.798,55,248
1179,32,108.750,57,150,225,125.804,50,261,208,116.115,58,248
1180,32,109.000,54,157,225,124.560,58,255,208,114.688,54,229
1181,32,108.688,56,163,225,124.813,53,252,208,114.635,59,235
1182,32,110.594,49,171,225,124.760,50,266,208,113.635,55,245
1183,32,110.906,63,158,225,124.920,55,244,208,115.303,53,252
1184,32,107.406,54,162,225,123.787,52,248,208,114.365,50,228
1185,32,108.906,51,163,225,123.609,54,243,208,114.990,56,234
1186,32,109.844,59,163,225,125.147,54,256,208,114.442,57,223
1187,32,108.688,60,175,225,124.271,54,249,208,114.784,53,237
1188,32,106.406,63,158,225,122.960,54,256,208,115.712,54,238
1189,32,108.719,54,170,225,125.818,52,264,208,114.630,58,230
1190,32,108.844,61,169,225,124.947,57,262,208,114.197,59,229
1191,32,108.406,60,161,225,124.622,54,257,208,114.543,59,228
1192,32,109.469,50,165,225,125.187,50,260,208,115.087,53,238
1193,32,107.156,51,163,225,125.578,49,242,208,114.236,59,244
1194,32,107.625,49,171,225,126.347,52,268,208,115.327,60,226
1195,32,105.500,54,169,225,126.662,53,261,208,113.952,56,225
1196,32,107.688,64,166,225,125.129,53,259,208,115.034,55,224
1197,32,107.906,60,166,225,126.573,52,255,208,114.707,60,235
1198,32,106.812,53,159,225,127.076,51,261,208,114.611,53,248
1199,32,110.125,57,166,225,125.582,56,256,208,116.029,56,227
1200,32,108.000,60,166,225,125.147,53,250,208,114.298,56,274
1201,32,107.438,54,147,225,125.040,51,263,208,115.337,55,245
1202,32,107.906,54,163,225,125.178,54,261,208,115.212,57,241
1203,32,106.406,60,171,225,125.560,57,255,208,115.188,54,238
1204,32,108.625,54,163,225,125.720,50,257,208,114.558,57,249
1205,32,108.125,64,161,225,125.187,54,267,208,115.466,56,237
1206,32,107.719,60,166,225,126.684,55,268,208,115.731,52,239
1207,32,109.125,57,147,225,124.058,50,246,208,114.572,52,223
1208,32,105.844,60,150,225,124.658,54,261,208,115.337,60,218
1209,32,108.281,58,159,225,125.760,58,252,208,115.447,58,238
1210,32,106.625,59,156,225,126.076,55,261,208,114.990,57,235
1211,32,105.406,54,167,225,126.862,53,241,208,114.779,56,241
1212,32,109.281,65,171,225,124.942,55,271,208,114.188,53,234
1213,32,109.781,54,153,225,124.720,51,271,208,114.264,57,251
1214,32,106.562,67,158,225,124.778,58,251,208,115.779,54,234
1215,32,108.469,57,160,225,125.262,58,250,208,115.683,56,240
1216,32,108.219,57,153,225,124.831,51,238,208,115.087,58,236
1217,32,109.219,70,154,225,126.533,56,244,208,118.760,57,248
1218,32,107.594,62,155,225,128.693,53,245,208,122.913,62,243
1219,32,109.312,55,168,225,129.209,62,277,208,122.130,51,236
1220,32,109.375,62,171,225,128.231,53,265,208,122.231,56,241
1221,32,109.469,60,167,225,127.982,59,280,208,121.543,55,236
1222,32,106.344,52,174,225,126.133,56,242,208,120.236,60,243
1223,32,103.844,46,149,225,125.560,55,252,208,118.721,57,236
1224,32,105.312,58,147,225,126.302,55,269,208,119.139,58,226
1225,32,105.969,59,143,225,125.347,51,249,208,119.500,58,236
1226,32,107.875,54,174,225,125.373,60,265,208,116.726,57,228
1227,32,108.656,66,144,225,125.116,57,253,208,116.851,56,242
1228,32,107.188,58,152,225,125.253,49,261,208,118.308,51,230
1229,32,106.750,61,180,225,123.969,54,248,208,116.793,54,251
1230,32,107.688,62,151,225,124.658,54,267,208,116.784,58,238
1231,32,108.625,56,151,225,124.796,58,267,208,116.529,55,232
1232,32,106.125,58,154,225,123.907,54,265,208,116.769,55,232
1233,32,103.812,54,165,225,124.040,58,243,208,116.471,58,239
1234,32,108.531,60,163,225,123.493,59,246,208,117.404,53,250
1235,32,106.250,54,159,225,124.800,55,266,208,116.947,57,236
1236,32,105.031,58,166,225,123.964,53,272,208,117.072,50,249
1237,32,110.219,48,174,225,125.622,57,259,208,115.058,49,235
1238,32,109.094,53,170,225,123.982,57,283,208,115.462,62,242
1239,32,105.250,56,144,225,124.702,52,273,208,115.769,54,232
1240,32,106.688,62,149,225,125.751,55,275,208,116.562,58,240
1241,32,108.344,52,169,225,123.400,53,272,208,115.144,57,233
1242,32,107.938,51,159,225,124.373,52,268,208,115.519,52,250
1243,32,105.469,58,168,225,123.671,58,251,208,116.457,61,236
1244,32,106.594,60,163,225,123.529,54,270,208,115.385,55,235
1245,32,110.250,65,172,225,124.853,51,256,208,114.688,50,245
1246,32,109.250,63,155,225,124.493,57,260,208,116.577,59,232
1247,32,110.188,58,169,225,123.996,50,262,208,116.490,60,235
1248,32,107.531,54,171,225,123.613,51,259,208,115.938,49,232
1249,32,107.125,57,177,225,123.604,53,246,208,116.635,57,244
1250,32,105.250,60,145,225,124.329,57,246,208,115.154,60,252
1251,32,107.625,45,152,225,124.124,52,267,208,114.923,55,221
1252,32,107.875,59,173,225,123.689,55,251,208,116.087,58,249
1253,32,107.312,62,150,225,124.796,55,270,208,115.736,56,253
1254,32,105.844,55,177,225,123.933,50,229,208,116.553,58,234
1255,32,109.156,58,175,225,123.658,51,241,208,115.909,59,239
1256,32,109.594,54,175,225,124.280,50,277,208,115.774,57,236
1257,32,108.969,65,168,225,123.142,51,233,208,115.317,56,231
1258,32,110.875,55,176,225,122.404,52,265,208,115.558,61,242
1259,32,110.250,59,179,225,123.053,45,256,208,115.236,62,233
1260,32,109.594,58,176,225,124.173,57,271,208,115.683,57,230
1261,32,108.531,65,183,225,123.662,50,251,208,114.808,56,231
1262,32,106.812,55,192,225,122.831,51,246,208,115.524,51,243
1263,32,107.594,51,219,225,123.062,56,236,208,115.490,56,234
1264,32,112.469,58,209,225,123.533,55,240,208,115.899,53,232
1265,32,110.188,63,210,225,124.111,58,271,208,115.755,58,240
1266,32,110.312,59,204,225,123.422,54,258,208,115.120,56,236
1267,32,109.188,57,208,225,124.493,53,267,208,114.942,53,234
1268,32,114.219,65,217,225,123.084,54,260,208,114.986,58,233
1269,32,112.469,63,225,225,124.053,56,269,208,116.111,54,237
1270,32,112.812,58,232,225,124.898,57,250,208,115.043,55,227
1271,32,110.625,52,248,225,122.342,52,249,208,114.832,52,232
1272,32,112.000,50,244,225,124.773,53,240,208,115.606,54,244
1273,32,109.781,61,243,225,123.387,52,234,208,116.726,57,228
1274,32,109.844,60,244,225,124.347,55,243,208,115.663,60,243
1275,32,110.875,58,226,225,123.089,51,254,208,115.942,58,238
1276,32,113.531,58,229,225,123.587,55,262,208,115.255,54,245
1277,32,110.938,44,215,225,124.529,59,259,208,117.875,58,240
1278,32,110.562,54,225,225,126.520,57,269,208,123.447,53,248
1279,32,111.312,61,218,225,126.858,53,258,208,125.942,60,270
1280,32,111.219,56,220,225,125.982,50,245,208,123.894,50,238
1281,32,111.281,63,203,225,126.520,58,264,208,123.101,60,236
1282,32,111.312,63,201,225,124.556,57,256,208,122.149,58,241
1283,32,112.531,54,209,225,124.764,51,260,208,119.966,61,238
1284,32,112.875,65,217,225,124.022,61,260,208,119.288,57,226
1285,32,111.812,58,204,225,124.369,54,251,208,118.625,59,245
1286,32,110.938,58,196,225,122.476,51,250,208,117.779,59,246
1287,32,111.000,60,204,225,122.547,56,252,208,117.510,59,245
1288,32,108.406,55,188,225,123.458,50,256,208,117.308,59,246
